,created_time,message,success
66,2017-09-24 22:31:50,"Mit der AfD wird eine rechtspopulistische Partei in den Bundestag einziehen und das in Deutschland.  In einem Land, welches sich mit Rechtsextremismus eigentlich sehr gut auskennen sollte. Über 10% der Menschen, die an die Wahlurne getreten sind, haben sich gegen Menschlichkeit, Gleichberechtigung und soziale Gerechtigkeit entschieden und in vielen Fällen geschah dies ausschließlich aus Protest. Doch wer sind letztlich die Leidtragenden dieses Protestes? Die Wähler selbst!  I...ch möchte nicht in einem Land leben, in dem Homosexualität verfassungsfeindlich ist. In dem wir Menschen nach Herkunft oder Religion kategorisieren. In dem soziale Projekte explizit nicht gefördert werden sollen und die Atomenergie wieder ausgebaut werden soll. Über die vielen sexistischen Äußerungen dieser Partei mag ich gar nicht reden. Ich bin schockiert und irritiert über dieses Ergebnis und ich hoffe, dass vor allem die AfD-Wähler selbst unter der Repression dieser rechten Partei zu leiden haben. Leider werden es aber vor allem jene sein, die die AfD nicht gewählt haben oder gar nicht abstimmen konnten.  Ein sehr trauriger Tag für dieses Land. Ich werde mir jetzt einen Beruhigungstee machen und ein Lavendelbad nehmen und über meine Auswanderung nach *beliebiges Land* (weil mir Menschen deswegen grad zu sehr auf den Sender gehen. Es war auch nur eine Floskel!) nachdenken. See more",9402.0
80,2017-07-21 00:36:24,"Chester Bennington ist tot. Laut Berichten hat er sich selbst das Leben genommen. Wir lesen in den Gazetten nun von seinen Drogen- und Alkoholproblemen. Wie immer, wenn sich Prominente suizidieren. Ausführlich wird ausgeschlachtet welche Tabletten und Substanzen wann in welchen Mengen eingenommen wurden und alle Welt denkt sich ""das hätte ich niemals von ihm/ihr gedacht"". Meist sind aber auch die Drogenprobleme ein Symptom dessen, was sich außerhalb des Rampenlichts abspielt.... Menschen in der Öffentlichkeit leiden verstärkt unter dem Erfolgsdruck, dem Bestreben stets perfekt zu sein und keine Makel zu haben. Und natürlich haben auch diese Personen ein Leben neben der großen Bühne, ein Leben, in dem sie Menschen sind wie wir alle. Mit Problemen, Ängsten und Sorgen. Auf Anhieb fallen mir hierzu unzählige Beispiele ein. Wir werden aber nur wieder über Drogeneskapaden unterrichtet und andere Dinge, die unterhalten und möglichst schockierend sind.  Wieso werden diese Fälle nicht ein einziges Mal dafür genutzt über psychische Erkrankungen und Suizidprävention zu sprechen. In Deutschland nehmen sich jährlich etwas mehr als 10.000 Menschen das Leben, pro Jahr unternehmen 100.000-150.000 einen Selbstmordversuch.  Auch in diesem Fall sollten wir genauer hinsehen, um zu verstehen, was wirklich die Gründe für eine solche Handlung sind. Um Menschen künftig vielleicht vorher helfen zu können. Informationen rund um dieses Thema findet ihr bei der Stiftung Deutsche Depressionshilfe und bei Freunde fürs Leben e.V. In akuten Fällen ist die Telefonseelsorge rund um die Uhr erreichbar unter den kostenlosen Hotlines 0800-1110111 und 0800-1110222. In lebensbedrohlichen Situationen ist es ratsam umgehend einen Notarzt zu verständigen oder das nächste Krankenhaus aufzusuchen. See more",6568.0
140,2017-02-15 02:00:12,"Letzte Nacht im Gym🏋️‍♀️Ich bin ja jetzt sportsüchtig und Fitnessmodel, weil die Gesellschaft das so will. Danke Merkel!",3046.0
121,2017-03-22 23:04:56,"Ab April bin ich wieder im Youtube Game und möchte vor allem Videos zu Themen machen die euch und mich interessieren. Deshalb lasst mich gerne wissen, welche Themen ihr gerne sehen wollt. Ich möchte allerdings keine Videos zu meinen Tattoos oder so machen, aber gerne zu sozialen, politischen, kulturellen, ethischen etc. Themen. Freue mich schon total💕",2562.0
163,2017-01-06 21:15:50,"Meine Freunde von Dressed Like Machines haben den Nagel auf den Kopf getroffen. Seht ihr bei den Temperaturen jemanden auf einer Parkbank oder sonst wo, helft! Sprecht die Leute an und oder ruft direkt einen Kältebus.  Berlin: 030/3912722 (Notübernachtung Frauen und Männer, getrennt)... Hamburg: 040/25418721 (Notübernachtung Frauen) Hamburg: 040/428411702 (Notübernachtung Männer) München: 089/55171300 (Notübernachtung Frauen und Männer, getrennt) Köln: 0221/376490 und 0221/95294411 (Notübernachtungen Frauen) Köln: 0221/94203735 und 0221/134919 (Notübernachtungen Männer) Frankfurt a.M.: 069/2562700 (Notübernachtung) Stuttgart: 0711/610967 und 0711/6552122 (Notübernachtungen) Dresden: 0351/8036126 (Notübernachtung Frauen und Männer, getrennt) Leipzig: 0341/5852413 (Notübernachtung Frauen) Leipzig: 0341/4415974 (Notübernachtung Männer) AT-Wien: +43 01/ 971 80 07 (Notübernachtung Frauen) AT-Wien: +43 01/ 405 30 91 (Notübernachtung Männer) CH-Zürich: +41 44/ 272 14 12 (Notübernachtung Frauen und Männer, getrennt) (Tweet: twitter.com/fritztram) See more",2390.0
127,2017-03-08 20:03:50,"Heute ist Internationaler Frauen*kampftag und es bestätigt sich leider immer wieder, dass wir noch nicht von Gleichberechtigung sprechen können (siehe meine Instastory auf Instagram - victoriavanviolence). Emanzipation geht uns alle an, wenn Frauen Karriere machen DÜRFEN, MÜSSEN Männer nicht mehr zwingend die Brötchen verdienen. Wenn Frauen nach der Geburt arbeiten gehen WOLLEN, SOLLEN Männer zuhause bleiben dürfen (ohne dabei von den Kollegen als völliger verweichlicht abgestempelt zu werden). Frauenrechte sind Menschenrechte! Ich möchte an dieser Stelle euch diese Bühne hier überlassen. Sagt der Welt und mir wieso wir für  Gleichberechtigung kämpfen sollten, schreibt einfach einen Kommentar unter dieses Bild. Natürlich dürfen und sollen Menschen aller Geschlechter hier mitreden! #worldwomensday #weltfrauentag #empowerment #equality",2266.0
113,2017-04-10 21:38:07,"Das Thema Selbstliebe liegt mir ja sehr am Herzen. Selbstliebe und Selbstakzeptanz ist wichtig und hat einen viel stärkeren Einfluss auf die eigene Person, als mensch annehmen mag. Ich habe mich mit der BARMER getroffen und bei einem kleinen Spaziergang ausführlich über dieses wichtige Thema gesprochen. In Zeiten, in denen wir ständig gesagt bekommen wie wir auszusehen, uns zu fühlen und was wir zutun haben, ist es wichtig wieder mehr zu sich selbst zu finden. Wir sollten einfach mehr auf uns und unseren Körper hören. Das ganze Video gibt es übrigens morgen Abend hier auf meiner Facebook-Seite💕",2078.0
72,2017-08-27 23:16:24,"Herr Schmidt und Frau Müller. Wie die Orgelpfeifen, also die erste und letzte🙈 Harald Schmidt ist Schirmherr der Stiftung Deutsche Depressionshilfe und war gestern auch beim Patientenkongress in Leipzig. Als Botschafter der Stiftung war ich auch vor Ort und war wirklich begeistert vom Umfang der Veranstaltung, den spannenden Vorträgen, Workshops und Gesprächen. Das Thema Depressionen ist nach wie vor stigmatisiert und gemeinsam können wir dafür kämpfen, dass Depressionen als die Krankheit anerkannt wird, die sie ist.",1904.0
117,2017-04-01 23:54:15,"Am Montag den 03.04.2017 findet in der Urania Berlin von 17.30-19.30 Uhr eine Talkrunde zum Thema Depression statt. Gemeinsam mit anderen werde ich als Botschafterin der Stiftung Deutsche Depressionshilfe Teil der interaktiven Talkrunde sein und freue mich, euch dort zu sehen💕Vielen Dank an der Stelle an die Gastgeber Freunde fürs Leben e.V. 💕 Hier findet ihr den Link zur Veranstaltung: https://www.facebook.com/events/348945768833070/ Photo: Kay Ruhe",1866.0
112,2017-04-11 22:30:00,"Wieso müssen wir eigentlich über das Thema Selbstliebe sprechen und warum sollte das überhaupt wichtig sein? Ganz einfach, weil mit der Fähigkeit sich selbst lieben und akzeptieren zu können, eine gewisse Gelassenheit einkehrt. Wenn du dich selbst gut leiden kannst, weißt du auch, was dir gut tut und was nicht. Du kannst deine Bedürfnisse besser zum Ausdruck bringen, auf dich bestehen und dir Raum und Zeit für dich selbst nehmen. Selbstliebe ist verbunden mit unserem Selbstwertgefühl und Selbstsicherheit. Das Problem ist nur, in einer Leistungsgesellschaft ist all das nicht gerne gesehen. Da das Thema in unser Social Media oft zu kurz kommt, ist es umso wichtiger, dass es auch hier Raum findest. Deshalb habe ich mich mit der BARMER zu einem Real Talk zum Thema Selbstliebe getroffen. Was sind eure Erfahrungen zu diesem Thema?",1784.0
