,created_time,message,success
385,2017-09-09 20:18:34,"""Wir sollten der Sonne erklären, dass sie nicht so viel scheinen soll... Wir sollten die Sonne verklagen!"" - Kennt ihr die anerkannte AfD-Klimaschutzexpertin, Beatrix von Storch? Nein? Der menschengemachte Klimawandel muss aus ihrer Sicht nämlich erst noch bewiesen werden... 😄 Ausschnitt aus Jung & Naiv, Folge 325 mit Beatrix von Storch (AfD) - Komplett hier: https://youtu.be/HnfpQ1JkYv4 (117 min)... Bitte unterstützt unsere Arbeit finanziell: Tilo Jung IBAN: DE36700222000072410386 BIC: FDDODEMMXXX Verwendungszweck: Jung & Naiv PayPal ► http://www.paypal.me/JungNaiv (Wer mindestens €20 gibt, wird im darauffolgenden Monat als Dank in jeder Folge als Produzent gelistet. NEU: Wer €100 gibt, wird sogar für den Rest des Jahres als Produzent im Abspann geführt.) Fanshop ► http://fanshop-jungundnaiv.de/ See more",26500.0
366,2017-09-22 19:01:51,"Für uns repräsentieren diese 5 Minuten die politische Auseinandersetzung der letzten vier Jahre: Ein ""besorgter Bürger"" will nicht für andere verantwortlich sein, beschwert sich über Flüchtlinge und macht sich Luft. Gregor Gysi kontert: ""Mir schrieb jemand, der arm war: Wenn es weniger Flüchtlinge gäbe, dann hätte er mehr. Dann hab ich gesagt: Dann kennen Sie den Bundestag ganz anders als ich. Als wir weniger Flüchtlinge hatten, ging es Ihnen da besser? Nein. Nur weil wenige ...Arme da sind, wird das Geld nicht auf die übrig gebliebenen Armen verteilt. Dann: 'Ja, aber wenn wir die nicht hätten, würden wir mehr Geld für Bäder und Schulen haben.'  Da sag ich: Wirklich? Hatten wir, als wir weniger Flüchtlinge hatten, mehr Geld für Bäder und Schulen? Nein. Wissen Sie was die Illusion ist? Wir schauen zur Seite - das ist der falsche Blick"" Sharing is caring! Ausschnitt aus der Bürger-PK mit Gregor Gysi vom 30. August 2015 - Komplett hier: https://youtu.be/GIisNBB7r-o Bitte unterstützt unsere Arbeit finanziell: Tilo Jung IBAN: DE36700222000072410386 BIC: FDDODEMMXXX Verwendungszweck: Jung & Naiv PayPal ► http://www.paypal.me/JungNaiv (Wer mindestens €20 gibt, wird im darauffolgenden Monat als Dank in jeder Folge als Produzent gelistet. NEU: Wer €100 gibt, wird sogar für den Rest des Jahres als Produzent im Abspann geführt.) Fanshop ► http://fanshop-jungundnaiv.de/ See more",19932.0
229,2018-01-22 22:15:43,"Sehenswert: Die Bundesregierung hat versprochen, dass man keine Waffen mehr an Länder liefern will, die am Krieg im Jemen beteiligt sind. Nur stellt sich die Frage: Wer sind diese ""Beteiligten"" neben den Saudis? Die USA setzen im Jemen Navy-Seal-Teams ein und führen Drohnenangriffe durch - wird also nun nicht mehr an die USA Rüstung geliefert? Es wird geschwiegen. Auch wer die ""Beteiligten"", also die Kriegsteilnehmer, überhaupt sind, wird nicht beantwortet.. Ausschnitt aus de...r BPK vom 22. Januar 2018 - Komplett hier: https://youtu.be/sb_5I2yyd1g Bitte unterstützt unsere Arbeit finanziell: Tilo Jung IBAN: DE36700222000072410386 BIC: FDDODEMMXXX Verwendungszweck: BPK PayPal ► http://www.paypal.me/JungNaiv See more",17968.0
330,2017-10-13 20:40:32,"Unfassbar, diese Flüchtlinge! ☺️",10408.0
817,2017-01-04 19:47:10,"Der Verfassungsschutz kannte den Berliner Terroristen Amri nicht nur, er half ihm mit einem V-Mann sogar fleißig im Vorfeld der Tat - zB beim Umzug von Dortmund nach Berlin: Die Kanzlerin möchte sich dazu nicht äußern, sondern erstmal die Untersuchungen abwarten. Das Bundesinnenministerium spielte heute dagegen das ""Mein Name ist Hase""-Spiel: ""Also so etwas ist mir nicht bekannt."" Ausschnitt aus der BPK vom 4. Januar 2017 - Komplett hier: https://youtu.be/qfjLQCL4Wxg Mehr daz...u im Bericht der tagesschau: https://www.tagesschau.de/inl…/anschlag-berlin-amri-101.html Videoquelle: ARD Brennpunkt vom 23. Dezember 2016 Bitte unterstützt unsere Arbeit finanziell: Tilo Jung IBAN: DE36700222000072410386  BIC: FDDODEMMXXX Verwendungszweck: BPK PayPal: www.paypal.me/JungNaiv (Wer mindestens €20 gibt, wird im darauffolgenden Monat in jeder Folge als Produzent gelistet) See more",9836.0
763,2017-02-02 23:46:03,"Live: Habt ihr Fragen an Tilo zu Jung & Naiv, Politik und überhaupt? Stellt sie in den Kommentaren!",9005.0
630,2017-04-12 19:38:55,"Trump über seinen illegalen Angriff: Erst gab's wunderbaren Schokoladenkuchen, dann gab's Raketen auf Irak... äääähm... oder doch Syrien? Ach ja, Syrien! Unfassbar.",8392.0
343,2017-10-04 17:42:59,"Schaut hin, hört zu: Hä? War da was? Am Wochenende ist es im Rahmen des katalanischen Unabhängigskeitsreferendum zu massiver Polizeigewalt gekommen, ca. 900 Menschen wurden dabei verletzt. Die Bundesregierung beobachte die Lage vor Ort ganz genau, sagt heute Regierungssprecher Seibert. Polizeigewalt hat man aber offenbar nicht beobachten können: Weder wollte man diese heute verurteilen noch überhaupt anerkennen. Dabei gehört diese Bundesregierung stets zu den ersten, die Poli...zeigewalt in Russland, der Türkei und sonst wo anprangern... Ein trauriger Tag für die europäischen Werte. Sharing is caring. Ausschnitt aus der BPK vom 4. Oktober 2017 - Komplett: (Link folgt) Bitte unterstützt unsere Arbeit finanziell: Tilo Jung IBAN: DE36700222000072410386 BIC: FDDODEMMXXX Verwendungszweck: BPK PayPal ► http://www.paypal.me/JungNaiv Fanshop ► http://fanshop-jungundnaiv.de/ See more",8180.0
641,2017-04-07 18:50:45,"Die Bundesregierung zum US-Angriff auf das Assad-Regime: Man sei sich mit den Verbündeten ""einig"", dass Assad für den Giftgas-Angriff diese Woche verantwortlich sei, die UN solle das aber nochmal untersuchen. Die Reaktion der Trump-Regierung sei trotzdem ""nachvollziehbar"". Auf die Frage, wie der US-Angriff mit dem Völkerrecht vereinbar ist, kann das Auswärtiges Amt keine Antwort liefern... Bitte unterstützt unsere Arbeit finanziell: Tilo Jung IBAN: DE36700222000072410386... BIC: FDDODEMMXXX Verwendungszweck: Jung & Naiv PayPal ► http://www.paypal.me/JungNaiv Fanshop ► http://fanshop-jungundnaiv.de/ (Wer mindestens €20 gibt, wird im darauffolgenden Monat in jeder Folge als Produzent gelistet) Ausschnitt aus der BPK vom 7. April 2017 - Komplett hier: (Link folgt) See more",8106.0
491,2017-06-27 23:18:14,"Martin Schulz, SPD-Kanzlerkandidat, fordert den ""US-Drohnenkrieg einzudämmen"". Daher wollte Tilo von ihm heute wissen, was das konkret für die US-Basis Ramstein bedeutet, die als Relaisstation für Drohnenangriffe dient. Deutschland ist damit Teil des US-Drohnenkriegs, da die Bundesregierung dies nicht unterbindet. Martin Schulz wollte zunächst gar nicht auf die Frage antworten und schob sie an Thomas Oppermann weiter. Beim Nachhaken behauptet Schulz dann plötzlich: ""Deutschla...nd ist nicht Teil des US-Drohnenkriegs"", was Außenminister Sigmar Gabriel bestätigt. Das ist falsch. Das Auswärtiges Amt, Gabriels Ministerium, hat bereits im Dezember zugegeben, dass Ramstein als Relaisstation für den US-Drohnenkrieg und für ""Planung, Überwachung und Auswertung"" der Angriffe dient. Sharing is caring! Mehr dazu hier: http://bit.ly/2ueYi1s Schulz' Beitrag im SPIEGEL: http://bit.ly/2ueFGi1 Ausschnitt aus der BPK vom 27. Juni 2017 - Komplett hier: (Link folgt) Bitte unterstützt unsere Arbeit finanziell: Tilo Jung IBAN: DE36700222000072410386 BIC: FDDODEMMXXX Verwendungszweck: Jung & Naiv PayPal ► http://www.paypal.me/JungNaiv Fanshop ► http://fanshop-jungundnaiv.de/ (Wer mindestens €20 gibt, wird im darauffolgenden Monat in jeder Folge als Produzent gelistet) See more",6942.0
